Key,Source,Context,English
perkMiner69rRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Increase Tool Entity damage by [ff595f]35%[-]\n • Increase Tool Block damage by [ff595f]17.5%[-]"
perkMiner69rRank8Desc,progression,perk,Miner 69er Level 8
perkMiner69rRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Increase Tool Entity damage by [ff595f]40%[-]\n • Increase Tool Block damage by [ff595f]20%[-]\n • Craft quality [4287f5]5[-] Tools"
perkMiner69rRank9Desc,progression,perk,Miner 69er Level 9
perkMiner69rRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Increase Tool Entity damage by [ff595f]45%[-]\n • Increase Tool Block damage by [ff595f]22.5%[-]"
perkMiner69rRank10Desc,progression,perk,Miner 69er Level 10
perkMiner69rRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Increase Tool Entity damage by [ff595f]50%[-]\n • Improve Heavy Armor durability by [ff595f]25%[-]\n • Craft quality [4287f5]6[-] Tools\n • [ff595f]20%[-] Chance for a Lucky Strike"

perkMotherLodeRank1Desc,progression,perk,Mother Lode Level 1
perkMotherLodeRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Harvest [ff595f]10%[-] more from natural resources with Tools"
perkMotherLodeRank2Desc,progression,perk,Mother Lode Level 2
perkMotherLodeRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Harvest [ff595f]20%[-] more from natural resources with Tools"
perkMotherLodeRank3Desc,progression,perk,Mother Lode Level 3
perkMotherLodeRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Harvest [ff595f]30%[-] more from natural resources with Tools"
perkMotherLodeRank4Desc,progression,perk,Mother Lode Level 4
perkMotherLodeRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Harvest [ff595f]45%[-] more from natural resources with Tools"
perkMotherLodeRank5Desc,progression,perk,Mother Lode Level 5
perkMotherLodeRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Harvest [ff595f]60%[-] more from natural resources with Tools"
perkMotherLodeRank6Desc,progression,perk,Mother Lode Level 6
perkMotherLodeRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Harvest [ff595f]75%[-] more from natural resources with Tools"
perkMotherLodeRank7Desc,progression,perk,Mother Lode Level 7
perkMotherLodeRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Harvest [ff595f]95%[-] more from natural resources with Tools"
perkMotherLodeRank8Desc,progression,perk,Mother Lode Level 8
perkMotherLodeRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Harvest [ff595f]115%[-] more from natural resources with Tools"
perkMotherLodeRank9Desc,progression,perk,Mother Lode Level 9
perkMotherLodeRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Harvest [ff595f]145%[-] more from natural resources with Tools"
perkMotherLodeRank10Desc,progression,perk,Mother Lode Level 10
perkMotherLodeRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Harvest [ff595f]175%[-] more from natural resources with Tools"

perkSexualTrexName,progression,perk,Sexual T-Rex
perkSexualTrexRank1Desc,progression,perk,Sexual T-Rex Level 1
perkSexualTrexRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]6%[-], power attacks by [ff595f]7%[-]"
perkSexualTrexRank2Desc,progression,perk,Sexual T-Rex Level 2
perkSexualTrexRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]7%[-], power attacks by [ff595f]9%[-]"
perkSexualTrexRank3Desc,progression,perk,Sexual T-Rex Level 3
perkSexualTrexRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]8%[-], power attacks by [ff595f]11%[-]"
perkSexualTrexRank4Desc,progression,perk,Sexual T-Rex Level 4
perkSexualTrexRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]9%[-], power attacks by [ff595f]13%[-]"
perkSexualTrexRank5Desc,progression,perk,Sexual T-Rex Level 5
perkSexualTrexRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]10%[-], power attacks by [ff595f]15%[-]"
perkSexualTrexRank6Desc,progression,perk,Sexual T-Rex Level 6
perkSexualTrexRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]11%[-], power attacks by [ff595f]17%[-]"
perkSexualTrexRank7Desc,progression,perk,Sexual T-Rex Level 7
perkSexualTrexRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]12%[-], power attacks by [ff595f]19%[-]"
perkSexualTrexRank8Desc,progression,perk,Sexual T-Rex Level 8
perkSexualTrexRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]13%[-], power attacks by [ff595f]21%[-]"
perkSexualTrexRank9Desc,progression,perk,Sexual T-Rex Level 9
perkSexualTrexRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]14%[-], power attacks by [ff595f]23%[-]"
perkSexualTrexRank10Desc,progression,perk,Sexual T-Rex Level 10
perkSexualTrexRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Melee/tool stamina usage reduced by [ff595f]15%[-], power attacks by [ff595f]25%[-]"

perkRuleOneCardioName,progression,perk,Cardio
perkRuleOneCardioDesc,progression,perk,"Train your body in the number one tactic against the zombie menace: Running away from them"
perkRuleOneCardioRank1Desc,progression,perk,Cardio Level 1
perkRuleOneCardioRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Stamina regens by [ff595f]2.5%[-] when sprinting"
perkRuleOneCardioRank2Desc,progression,perk,Cardio Level 2
perkRuleOneCardioRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Stamina regens by [ff595f]5%[-] when sprinting"
perkRuleOneCardioRank3Desc,progression,perk,Cardio Level 3
perkRuleOneCardioRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Stamina regens by [ff595f]7.5%[-] when sprinting"
perkRuleOneCardioRank4Desc,progression,perk,Cardio Level 4
perkRuleOneCardioRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Stamina regens by [ff595f]10%[-] when sprinting"
perkRuleOneCardioRank5Desc,progression,perk,Cardio Level 5
perkRuleOneCardioRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Stamina regens by [ff595f]12.5%[-] when sprinting"
perkRuleOneCardioRank6Desc,progression,perk,Cardio Level 6
perkRuleOneCardioRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Stamina regens by [ff595f]15%[-] when sprinting"
perkRuleOneCardioRank7Desc,progression,perk,Cardio Level 7
perkRuleOneCardioRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Stamina regens by [ff595f]17.5%[-] when sprinting"
perkRuleOneCardioRank8Desc,progression,perk,Cardio Level 8
perkRuleOneCardioRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Stamina regens by [ff595f]20%[-] when sprinting"
perkRuleOneCardioRank9Desc,progression,perk,Cardio Level 9
perkRuleOneCardioRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Stamina regens by [ff595f]25%[-] when sprinting"
perkRuleOneCardioRank10Desc,progression,perk,Cardio Level 10
perkRuleOneCardioRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Stamina regens by [ff595f]30%[-] when sprinting"

perkParkourRank1Desc,progression,perk,Parkour Level 1
perkParkourRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]5%[-]"
perkParkourRank2Desc,progression,perk,Parkour Level 2
perkParkourRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]10%[-]\n • Increase safe fall distance by [ff595f]1[-] meters"
perkParkourRank3Desc,progression,perk,Parkour Level 3
perkParkourRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]15%[-]"
perkParkourRank4Desc,progression,perk,Parkour Level 4
perkParkourRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]20%[-]\n • Jump [ff595f]1[-] meter higher\n • Increase safe fall distance by [ff595f]2[-] meters"
perkParkourRank5Desc,progression,perk,Parkour Level 5
perkParkourRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]25%[-]"
perkParkourRank6Desc,progression,perk,Parkour Level 6
perkParkourRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]30%[-]\n • Increase safe fall distance by [ff595f]3[-] meters"
perkParkourRank7Desc,progression,perk,Parkour Level 7
perkParkourRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]35%[-]"
perkParkourRank8Desc,progression,perk,Parkour Level 8
perkParkourRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]40%[-]\n • Jump [ff595f]2[-] meters higher\n • Increase safe fall distance by [ff595f]4[-] meters"
perkParkourRank9Desc,progression,perk,Parkour Level 9
perkParkourRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]45%[-]"
perkParkourRank10Desc,progression,perk,Parkour Level 10
perkParkourRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Reduce stamina cost of jumping by [ff595f]50%[-]\n • Increase safe fall distance by [ff595f]5[-] meters"

perkRunAndGunRank1Desc,progression,perk,Run and Gun Level 1
perkRunAndGunRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Hip fire accuracy is improved by [ff595f]2.5%[-]\n • Movement penalty when reloading is reduced by [ff595f]10%[-]"
perkRunAndGunRank2Desc,progression,perk,Run and Gun Level 2
perkRunAndGunRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Hip fire accuracy is improved by [ff595f]5%[-]\n • Movement penalty when reloading is reduced by [ff595f]20%[-]"
perkRunAndGunRank3Desc,progression,perk,Run and Gun Level 3
perkRunAndGunRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Hip fire accuracy is improved by [ff595f]7.5%[-]\n • Movement penalty when reloading is reduced by [ff595f]30%[-]"
perkRunAndGunRank4Desc,progression,perk,Run and Gun Level 4
perkRunAndGunRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Hip fire accuracy is improved by [ff595f]10%[-]\n • Movement penalty when reloading is reduced by [ff595f]40%[-]"
perkRunAndGunRank5Desc,progression,perk,Run and Gun Level 5
perkRunAndGunRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Hip fire accuracy is improved by [ff595f]12.5%[-]\n • Movement penalty when reloading is reduced by [ff595f]50%[-]"
perkRunAndGunRank6Desc,progression,perk,Run and Gun Level 6
perkRunAndGunRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Hip fire accuracy is improved by [ff595f]15%[-]\n • Movement penalty when reloading is reduced by [ff595f]60%[-]"
perkRunAndGunRank7Desc,progression,perk,Run and Gun Level 7
perkRunAndGunRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Hip fire accuracy is improved by [ff595f]17.5%[-]\n • Movement penalty when reloading is reduced by [ff595f]70%[-]"
perkRunAndGunRank8Desc,progression,perk,Run and Gun Level 8
perkRunAndGunRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Hip fire accuracy is improved by [ff595f]20%[-]\n • Movement penalty when reloading is reduced by [ff595f]80%[-]"
perkRunAndGunRank9Desc,progression,perk,Run and Gun Level 9
perkRunAndGunRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Hip fire accuracy is improved by [ff595f]22.5%[-]\n • Movement penalty when reloading is reduced by [ff595f]90%[-]"
perkRunAndGunRank10Desc,progression,perk,Run and Gun Level 10
perkRunAndGunRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Hip fire accuracy is improved by [ff595f]25%[-]\n • You have no movement penalty when reloading"

perkHealingFactorRank1Desc,progression,perk,Healing Factor Level 1
perkHealingFactorRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Gain [ff595f]0.5%[-] of your total health every second\n • Critical injuries heal [ff595f]10%[-] faster"
perkHealingFactorRank2Desc,progression,perk,Healing Factor Level 2
perkHealingFactorRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Gain [ff595f]1%[-] of your total health every second\n • Critical injuries heal [ff595f]20%[-] faster"
perkHealingFactorRank3Desc,progression,perk,Healing Factor Level 3
perkHealingFactorRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Gain [ff595f]1.5%[-] of your total health every second\n • Critical injuries heal [ff595f]30%[-] faster"
perkHealingFactorRank4Desc,progression,perk,Healing Factor Level 4
perkHealingFactorRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Gain [ff595f]2%[-] of your total health every second\n • Critical injuries heal [ff595f]40%[-] faster"
perkHealingFactorRank5Desc,progression,perk,Healing Factor Level 5
perkHealingFactorRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Gain [ff595f]2.5%[-] of your total health every second\n • Critical injuries heal [ff595f]50%[-] faster"
perkHealingFactorRank6Desc,progression,perk,Healing Factor Level 6
perkHealingFactorRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Gain [ff595f]3%[-] of your total health every second\n • Critical injuries heal [ff595f]60%[-] faster"
perkHealingFactorRank7Desc,progression,perk,Healing Factor Level 7
perkHealingFactorRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Gain [ff595f]3.5%[-] of your total health every second\n • Critical injuries heal [ff595f]70%[-] faster"
perkHealingFactorRank8Desc,progression,perk,Healing Factor Level 8
perkHealingFactorRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Gain [ff595f]4%[-] of your total health every second\n • Critical injuries heal [ff595f]80%[-] faster"
perkHealingFactorRank9Desc,progression,perk,Healing Factor Level 9
perkHealingFactorRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Gain [ff595f]4.5%[-] of your total health every second\n • Critical injuries heal [ff595f]90%[-] faster"
perkHealingFactorRank10Desc,progression,perk,Healing Factor Level 10
perkHealingFactorRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Gain [ff595f]5%[-] of your total health every second\n • Critical injuries heal [ff595f]100%[-] faster"

perkSlowMetabolismRank1Desc,progression,perk,Slow Metabolism Level 1
perkSlowMetabolismRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]0.5%[-]\n • Buffs from consumables last [ff595f]5%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]2.5%[-]\n • Hold your breath for [ff595f]72[-] seconds"
perkSlowMetabolismRank2Desc,progression,perk,Slow Metabolism Level 2
perkSlowMetabolismRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]1%[-]\n • Buffs from consumables last [ff595f]10%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]5%[-]\n • Hold your breath for [ff595f]84[-] seconds"
perkSlowMetabolismRank3Desc,progression,perk,Slow Metabolism Level 3
perkSlowMetabolismRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]1.5%[-]\n • Buffs from consumables last [ff595f]15%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]7.5%[-]\n • Hold your breath for [ff595f]96[-] seconds"
perkSlowMetabolismRank4Desc,progression,perk,Slow Metabolism Level 4
perkSlowMetabolismRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]2%[-]\n • Buffs from consumables last [ff595f]20%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]10%[-]\n • Hold your breath for [ff595f]108[-] seconds"
perkSlowMetabolismRank5Desc,progression,perk,Slow Metabolism Level 5
perkSlowMetabolismRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]2.5%[-]\n • Buffs from consumables last [ff595f]25%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]12.5%[-]\n • Hold your breath for [ff595f]120[-] seconds"
perkSlowMetabolismRank6Desc,progression,perk,Slow Metabolism Level 6
perkSlowMetabolismRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]3%[-]\n • Buffs from consumables last [ff595f]30%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]15%[-]\n • Hold your breath for [ff595f]132[-] seconds"
perkSlowMetabolismRank7Desc,progression,perk,Slow Metabolism Level 7
perkSlowMetabolismRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]4%[-]\n • Buffs from consumables last [ff595f]40%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]17.5%[-]\n • Hold your breath for [ff595f]156[-] seconds"
perkSlowMetabolismRank8Desc,progression,perk,Slow Metabolism Level 8
perkSlowMetabolismRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]5%[-]\n • Buffs from consumables last [ff595f]50%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]20%[-]\n • Hold your breath for [ff595f]178[-] seconds"
perkSlowMetabolismRank9Desc,progression,perk,Slow Metabolism Level 9
perkSlowMetabolismRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]7%[-]\n • Buffs from consumables last [ff595f]70%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]22.5%[-]\n • Hold your breath for [ff595f]226[-] seconds"
perkSlowMetabolismRank10Desc,progression,perk,Slow Metabolism Level 10
perkSlowMetabolismRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Chance of Dysentery is reduced by [ff595f]100%[-]\n • Buffs from consumables last [ff595f]10%[-] longer\n • Food/Water loss from exertion reduce by [ff595f]25%[-]\n • Hold your breath for [ff595f]300[-] seconds"

perkPackMuleRank1Desc,progression,perk,Pack Mule Level 1
perkPackMuleRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Carry [ff595f]4[-] more items without being encumbered"
perkPackMuleRank2Desc,progression,perk,Pack Mule Level 2
perkPackMuleRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Carry [ff595f]6[-] more items without being encumbered"
perkPackMuleRank3Desc,progression,perk,Pack Mule Level 3
perkPackMuleRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Carry [ff595f]8[-] more items without being encumbered"
perkPackMuleRank4Desc,progression,perk,Pack Mule Level 4
perkPackMuleRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Carry [ff595f]10[-] more items without being encumbered"
perkPackMuleRank5Desc,progression,perk,Pack Mule Level 5
perkPackMuleRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Carry [ff595f]12[-] more items without being encumbered"
perkPackMuleRank6Desc,progression,perk,Pack Mule Level 6
perkPackMuleRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Carry [ff595f]14[-] more items without being encumbered"
perkPackMuleRank7Desc,progression,perk,Pack Mule Level 7
perkPackMuleRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Carry [ff595f]16[-] more items without being encumbered"
perkPackMuleRank8Desc,progression,perk,Pack Mule Level 8
perkPackMuleRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Carry [ff595f]18[-] more items without being encumbered"
perkPackMuleRank9Desc,progression,perk,Pack Mule Level 9
perkPackMuleRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Carry [ff595f]20[-] more items without being encumbered"
perkPackMuleRank10Desc,progression,perk,Pack Mule Level 10
perkPackMuleRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Carry [ff595f]25[-] more items without being encumbered"
